spi,method,signature,status,adapter,caller_evidence,deletion_gate
IItemDataDAO,findByItemIdAndEventCRFId,public ItemDataBean findByItemIdAndEventCRFId(int itemId; int eventCRFId),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:129:    public ItemDataBean findByItemIdAndEventCRFId(int itemId, int eventCRFId) {; shared/src/main/java/org/researchedc/service/rule/RuleSetService.java:646:            ItemDataBean itemData = this.getItemDataDao().findByItemIdAndEventCRFId(target.getId(), eventCrf.getId());",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,findByItemIdAndEventCRFIdAndOrdinal,public ItemDataBean findByItemIdAndEventCRFIdAndOrdinal(int itemId; int eventCRFId; int ordinal),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:638:                                            ItemDataBean itemDataCheck = getItemDataDao().findByItemIdAndEventCRFIdAndOrdinal(itemBean.getId(),; shared/src/main/java/org/researchedc/service/RandomizeService.java:167:            itemData = getItemDataDAO().findByItemIdAndEventCRFIdAndOrdinal(itemBean.getId(), eventCrfBean.getId(),; shared/src/main/java/org/researchedc/logic/score/ScoreCalculator.java:145:     * (ItemDataBean)iddao.findByItemIdAndEventCRFIdAndOrdinal(ifmb; shared/src/main/java/org/researchedc/logic/score/ScoreCalculator.java:176:     * (ItemDataBean)iddao.findByItemIdAndEventCRFIdAndOrdinal(ifmb; shared/src/main/java/org/researchedc/logic/score/ScoreCalculator.java:302:                            ItemDataBean idb = getItemDataDao().findByItemIdAndEventCRFIdAndOrdinal(ifmb.getItemId(), ecb.getId(), i + 1);; shared/src/main/java/org/researchedc/logic/score/ScoreCalculator.java:366:                            ItemDataBean idb = getItemDataDao().findByItemIdAndEventCRFIdAndOrdinal(ifmb.getItemId(), ecb.getId(), 1);; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:550:                    getItemDataDAO().findByItemIdAndEventCRFIdAndOrdinal(itemBean.getId(), eventCrfBean.getId(),; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:706:        return getItemDataDAO().findByItemIdAndEventCRFIdAndOrdinal(itemBean.getId(), eventCrfBean.getId(), ordinal);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,findByItemIdAndEventCRFIdAndOrdinalRaw,public ItemDataBean findByItemIdAndEventCRFIdAndOrdinalRaw(int itemId; int eventCRFId; int ordinal),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:147:    public ItemDataBean findByItemIdAndEventCRFIdAndOrdinalRaw(int itemId, int eventCRFId, int ordinal) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,findAllRequiredByEventCRFId,public int findAllRequiredByEventCRFId(EventCRFBean ecb),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:161:    public int findAllRequiredByEventCRFId(EventCRFBean ecb) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,getMaxOrdinalForGroup,public int getMaxOrdinalForGroup(EventCRFBean ecb; SectionBean sb; ItemGroupBean igb),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"shared/src/main/java/org/researchedc/logic/score/ScoreCalculator.java:139:     * iddao.getMaxOrdinalForGroup(ecb,; app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:166:    public int getMaxOrdinalForGroup(EventCRFBean ecb, SectionBean sb, ItemGroupBean igb) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,getMaxOrdinalForGroupByGroupOID,public int getMaxOrdinalForGroupByGroupOID(String item_group_oid; int event_crf_id),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:171:    public int getMaxOrdinalForGroupByGroupOID(String itemGroupOid, int eventCrfId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,getMaxOrdinalForGroupByItemAndEventCrf,public int getMaxOrdinalForGroupByItemAndEventCrf(Integer itemId; EventCRFBean ec),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:176:    public int getMaxOrdinalForGroupByItemAndEventCrf(Integer itemId, EventCRFBean ec) {; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:405:        int maxOrdinal = getItemDataDAO().getMaxOrdinalForGroupByItemAndEventCrf(itemBeanB.getId(), eventCrfBeanB);; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:435:        int maxOrdinal = getItemDataDAO().getMaxOrdinalForGroupByItemAndEventCrf(itemBeanB.getId(), eventCrfBeanB);; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:463:        int maxOrdinal = getItemDataDAO().getMaxOrdinalForGroupByItemAndEventCrf(itemBeanB.getId(), eventCrfBeanB);; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:485:        int maxOrdinal = getItemDataDAO().getMaxOrdinalForGroupByItemAndEventCrf(itemBeanB.getId(), eventCrfBeanB);",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,isItemExists,public boolean isItemExists(int item_id; int ordinal_for_repeating_group_field; int event_crf_id),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:181:    public boolean isItemExists(int itemId, int ordinalForRepeatingGroupField, int eventCrfId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,getGroupSize,public int getGroupSize(int itemId; int eventcrfId),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:187:    public int getGroupSize(int itemId, int eventcrfId) {; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:404:        Integer size = getItemDataDAO().getGroupSize(itemBeanB.getId(), eventCrfBeanB.getId());; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:434:        int size = getItemDataDAO().getGroupSize(itemBeanB.getId(), eventCrfBeanB.getId());; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:462:        int size = getItemDataDAO().getGroupSize(itemBeanB.getId(), eventCrfBeanB.getId());; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:484:        Integer size = getItemDataDAO().getGroupSize(itemBeanB.getId(), eventCrfBeanB.getId());",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,findValuesByItemOID,public List<String> findValuesByItemOID(String itoid),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:192:    public List<String> findValuesByItemOID(String itoid) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,findAllByEventCRFIdAndItemGroupId,public ArrayList<ItemDataBean> findAllByEventCRFIdAndItemGroupId(int eventCRFId; int itemGroupId),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:99:    public ArrayList<ItemDataBean> findAllByEventCRFIdAndItemGroupId(int eventCRFId, int itemGroupId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,undelete,public void undelete(int itemDataId; int updaterId),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,"app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java:376:    public void undelete(int itemDataId, int updaterId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemDataDAO,findByItemEventCrfOrdinal,default ItemData findByItemEventCrfOrdinal(Integer itemId; Integer eventCrfId; Integer ordinal) ,unused,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IItemDataDAO,getMaxGroupRepeat,default int getMaxGroupRepeat(Integer eventCrfId; Integer itemId) ,unused,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IItemDataDAO,saveOrUpdate,default ItemData saveOrUpdate(ItemData entity) ,unused,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/DynamicsItemGroupMetadataDao.java:17:    default DynamicsItemGroupMetadataBean saveOrUpdate(DynamicsItemGroupMetadataBean entity) {; shared/src/main/java/org/researchedc/dao/spi/ResponseSetDomainDao.java:13:    ResponseSet saveOrUpdate(ResponseSet responseSet);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:38:    default CrfBean saveOrUpdate(CrfBean entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:19:    RuleSetRuleBean saveOrUpdate(RuleSetRuleBean ruleSetRuleBean);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:69:    default Section saveOrUpdate(Section entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IItemFormMetadataDAO.java:73:    default ItemFormMetadata saveOrUpdate(ItemFormMetadata entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/RuleSetAuditDomainDao.java:10:    RuleSetAuditBean saveOrUpdate(RuleSetAuditBean ruleSetAuditBean);; shared/src/main/java/org/researchedc/dao/spi/AuthoritiesDao.java:9:    default AuthoritiesBean saveOrUpdate(AuthoritiesBean authoritiesBean) {,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IItemDataDAO,findAllByEventCrf,default List<ItemData> findAllByEventCrf(Integer eventCrfId) ,unused,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IItemDataDAO,findByEventCrfGroup,default List<ItemData> findByEventCrfGroup(Integer eventCrfId; Integer itemGroupId) ,unused,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemDataDaoAdapter.java,,SPI method not found in adapter by simple method-name scan; inspect compile/default inheritance and callers
IItemFormMetadataDAO,getEntityFromHashMap,public Object getEntityFromHashMap(HashMap hm),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/test/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapterTest.java:237:        StudyBean bean = (StudyBean) adapter.getEntityFromHashMap(row);; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyDaoAdapter.java:86:    public Object getEntityFromHashMap(HashMap hm) {; app/src/test/java/org/researchedc/module/rule/internal/adapter/RuleDaoAdapterTest.java:176:        RuleBean bean = (RuleBean) adapter.getEntityFromHashMap(row);; app/src/main/java/org/researchedc/module/study/internal/adapter/StudyParameterValueDaoAdapter.java:217:    public Object getEntityFromHashMap(HashMap hm) {; app/src/test/java/org/researchedc/module/dataset/internal/adapter/DatasetDaoAdapterTest.java:195:        DatasetBean bean = (DatasetBean) adapter.getEntityFromHashMap(row);; shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:58:    public Object getEntityFromHashMap(HashMap hm);; shared/src/main/java/org/researchedc/dao/spi/IRuleSetDAO.java:34:    Object getEntityFromHashMap(HashMap hm);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:43:    Object getEntityFromHashMap(HashMap hm);,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,setTypesExpected,public void setTypesExpected(),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:26:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:15:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:18:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/IItemGroupDAO.java:15:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/IItemGroupMetadataDAO.java:15:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/IItemDAO.java:17:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleDAO.java:95:    public void setTypesExpected() {; shared/src/main/java/org/researchedc/dao/rule/RuleSetRuleDAO.java:251:        this.setTypesExpected();,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findCountAllHiddenByCRFVersionId,public int findCountAllHiddenByCRFVersionId(int crfVersionId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:140:    public int findCountAllHiddenByCRFVersionId(int crfVersionId) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findCountAllHiddenButShownByEventCRFId,public int findCountAllHiddenButShownByEventCRFId(int eventCrfId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:146:    public int findCountAllHiddenButShownByEventCRFId(int eventCrfId) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findAllItemsRequiredAndShownByCrfVersionId,public ArrayList<ItemFormMetadataBean> findAllItemsRequiredAndShownByCrfVersionId(int crfVersionId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:178:    public ArrayList<ItemFormMetadataBean> findAllItemsRequiredAndShownByCrfVersionId(int crfVersionId) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:179:        // Native SQL from item_form_metadata_dao.xml: findAllItemsRequiredAndShownByCrfVersionId,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findAllItemsRequiredAndHiddenByCrfVersionId,public ArrayList<ItemFormMetadataBean> findAllItemsRequiredAndHiddenByCrfVersionId(int crfVersionId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:185:    public ArrayList<ItemFormMetadataBean> findAllItemsRequiredAndHiddenByCrfVersionId(int crfVersionId) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:186:        // Native SQL from item_form_metadata_dao.xml: findAllItemsRequiredAndHiddenByCrfVersionId,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findAllByCRFIdItemIdAndHasValidations,public ArrayList<ItemFormMetadataBean> findAllByCRFIdItemIdAndHasValidations(int crfId; int itemId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,"app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:192:    public ArrayList<ItemFormMetadataBean> findAllByCRFIdItemIdAndHasValidations(int crfId, int itemId) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:193:        // Native SQL from item_form_metadata_dao.xml: findAllByCRFIdItemIdAndHasValidations",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findAllByItemId,public ArrayList<ItemFormMetadataBean> findAllByItemId(int itemId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/web/crfdata/ImportCRFDataService.java:546:                                        ArrayList<ItemFormMetadataBean> metadataBeans = itemFormMetadataDAO.findAllByItemId(itemBean.getId());; shared/src/main/java/org/researchedc/dao/spi/ResponseSetDomainDao.java:11:    List<ResponseSet> findAllByItemId(int itemId);; shared/src/main/java/org/researchedc/service/rule/expression/ExpressionService.java:848:                ArrayList<ItemFormMetadataBean> itemFormMetadataBeans = getItemFormMetadataDao().findAllByItemId(; shared/src/main/java/org/researchedc/service/extract/GenerateExtractFileService.java:197:            ArrayList metas = getItemFormMetadataDao().findAllByItemId(item.getId());; app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ResponseSetDaoAdapter.java:37:    public List<ResponseSet> findAllByItemId(int itemId) {; shared/src/main/java/org/researchedc/validator/rule/action/InsertActionValidator.java:174:        List<ItemFormMetadataBean> itemFormMetadataBeans = getItemFormMetadataDAO().findAllByItemId(itemBean.getId());; app/src/main/java/org/researchedc/module/dataimport/internal/adapter/ImportCrfDataAdapter.java:259:                                itemFormMetadataDao.findAllByItemId(item.getId());; app/src/main/java/org/researchedc/module/dataimport/internal/adapter/ImportCrfDataAdapter.java:273:                                        responseSetDomainDao.findAllByItemId(item.getId());,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findAllByItemIdAndHasValidations,public ArrayList<ItemFormMetadataBean> findAllByItemIdAndHasValidations(int itemId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:221:    public ArrayList<ItemFormMetadataBean> findAllByItemIdAndHasValidations(int itemId) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:222:        // Native SQL from item_form_metadata_dao.xml: findAllByItemIdAndHasValidations,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findByItemIdAndCRFVersionId,public ItemFormMetadataBean findByItemIdAndCRFVersionId(int itemId; int crfVersionId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,"shared/src/main/java/org/researchedc/bean/extract/ExtractBean.java:892:                                ItemFormMetadataBean ifmb = ifmDAO.findByItemIdAndCRFVersionId(ib.getId(), cvb.getId());; shared/src/main/java/org/researchedc/service/rule/RuleSetService.java:645:            ItemFormMetadataBean metadataBean = this.getItemFormMetadataDao().findByItemIdAndCRFVersionId(target.getId(), crfVersion.getId());; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:166:        ItemFormMetadataBean itemFormMetadataBean = getItemFormMetadataDAO().findByItemIdAndCRFVersionId(itemId, eventCrfBean.getCRFVersionId());; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:182:        ItemFormMetadataBean itemFormMetadataBean = getItemFormMetadataDAO().findByItemIdAndCRFVersionId(itemId, eventCrfBean.getCRFVersionId());; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:333:                    getItemFormMetadataDAO().findByItemIdAndCRFVersionId(itemOrItemGroup.getItemBean().getId(), eventCrfBeanA.getCRFVersionId());; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:379:                    getItemFormMetadataDAO().findByItemIdAndCRFVersionId(itemOrItemGroup.getItemBean().getId(), eventCrfBean.getCRFVersionId());; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:603:                getItemFormMetadataDAO().findByItemIdAndCRFVersionId(itemBeanB.getId(), eventCrfBeanA.getCRFVersionId()).getId() != 0 ? true : false;; shared/src/main/java/org/researchedc/service/crfdata/DynamicsMetadataService.java:770:                        getItemFormMetadataDAO().findByItemIdAndCRFVersionId(itemOrItemGroup.getItemBean().getId(), eventCrfBeanA.getCRFVersionId());",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findByItemIdAndCRFVersionIdNotInIGM,public ItemFormMetadataBean findByItemIdAndCRFVersionIdNotInIGM(int itemId; int crfVersionId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,"app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:152:    public ItemFormMetadataBean findByItemIdAndCRFVersionIdNotInIGM(int itemId, int crfVersionId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findResponseSetByPK,public ResponseSetBean findResponseSetByPK(int id),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:277:    public ResponseSetBean findResponseSetByPK(int id) {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findSCDItemsBySectionId,public ArrayList<ItemFormMetadataBean> findSCDItemsBySectionId(Integer sectionId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:239:    public ArrayList<ItemFormMetadataBean> findSCDItemsBySectionId(Integer sectionId) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:240:        // Native SQL from item_form_metadata_dao.xml: findSCDItemsBySectionId,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findMaxId,public int findMaxId(),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:162:    public int findMaxId() {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,instantTypeExistsInSection,public boolean instantTypeExistsInSection(int sectionId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:249:    public boolean instantTypeExistsInSection(int sectionId) {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:250:        // Native SQL from item_form_metadata_dao.xml: instantTypeExistsInSection; shared/src/main/java/org/researchedc/service/crfdata/InstantOnChangeService.java:45:        return getItemFormMetadataDAO().instantTypeExistsInSection(sectionId);,adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IItemFormMetadataDAO,sectionInstantMapInSameSection,public Map<Integer;List<InstantOnChangePairContainer>> sectionInstantMapInSameSection(int crfVersionId),module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,"shared/src/main/java/org/researchedc/service/crfdata/InstantOnChangeService.java:51:            = getItemFormMetadataDAO().sectionInstantMapInSameSection(crfVersionId);; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:259:    public Map<Integer, List<InstantOnChangePairContainer>> sectionInstantMapInSameSection(int crfVersionId) {",adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IItemFormMetadataDAO,saveOrUpdate,default ItemFormMetadata saveOrUpdate(ItemFormMetadata entity) ,module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:125:    default ItemData saveOrUpdate(ItemData entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/DynamicsItemGroupMetadataDao.java:17:    default DynamicsItemGroupMetadataBean saveOrUpdate(DynamicsItemGroupMetadataBean entity) {; shared/src/main/java/org/researchedc/dao/spi/ResponseSetDomainDao.java:13:    ResponseSet saveOrUpdate(ResponseSet responseSet);; shared/src/main/java/org/researchedc/dao/spi/ICrfDAO.java:38:    default CrfBean saveOrUpdate(CrfBean entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/IRuleSetRuleDAO.java:19:    RuleSetRuleBean saveOrUpdate(RuleSetRuleBean ruleSetRuleBean);; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:69:    default Section saveOrUpdate(Section entity) { throw new UnsupportedOperationException(); }; shared/src/main/java/org/researchedc/dao/spi/RuleSetAuditDomainDao.java:10:    RuleSetAuditBean saveOrUpdate(RuleSetAuditBean ruleSetAuditBean);; shared/src/main/java/org/researchedc/dao/spi/AuthoritiesDao.java:9:    default AuthoritiesBean saveOrUpdate(AuthoritiesBean authoritiesBean) {,adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IItemFormMetadataDAO,findByItemCrfVersion,default ItemFormMetadata findByItemCrfVersion(Integer itemId; Integer crfVersionId) ,module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,"app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:292:    public ItemFormMetadata findByItemCrfVersion(Integer itemId, Integer crfVersionId) {",adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
IItemFormMetadataDAO,findAllByCrfVersion,default java.util.List<ItemFormMetadata> findAllByCrfVersion(int crfVersionId) ,module-backed,app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemGroupMetadataDAO.java:48:    default List<ItemGroupMetadata> findAllByCrfVersion(int crfVersionId) { throw new UnsupportedOperationException(); }; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemFormMetadataDaoAdapter.java:298:    public java.util.List<ItemFormMetadata> findAllByCrfVersion(int crfVersionId) {,adapter method contains fallback/delegation/TODO marker; inspect and replace before deleting legacy DAO family
IItemGroupDAO,setTypesExpected,public void setTypesExpected(),module-backed,app/src/main/java/org/researchedc/module/datacapture/internal/adapter/ItemGroupDaoAdapter.java,shared/src/main/java/org/researchedc/dao/spi/IItemDataDAO.java:26:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/ISectionDAO.java:15:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/IItemFormMetadataDAO.java:21:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/ICrfVersionDAO.java:18:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/IItemGroupMetadataDAO.java:15:    public void setTypesExpected();; shared/src/main/java/org/researchedc/dao/spi/IItemDAO.java:17:    public void setTypesExpected();; app/src/main/java/org/researchedc/module/crf/internal/adapter/SectionDaoAdapter.java:40:    public void setTypesExpected() {; app/src/main/java/org/researchedc/module/crf/internal/adapter/ItemDaoAdapter.java:37:    public void setTypesExpected() {,adapter method implemented; deletion still gated by implementation/support registration and caller migration evidence
